year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,gleaid,school_id,geo_longitude,geo_latitude,leaid,geocode_accuracy,geocode_accuracy_detailed,state_leaid,state_fips_geo,county_fips_geo,seasch,street_mailing,puma,tract,city_mailing,state_mailing,block_group,geoid_block,zip_mailing,street_location,census_region,census_division,city_location,csa,cbsa,zip_location,phone,cbsa_name,cbsa_type,fips,latitude,cbsa_city,place_fips,longitude,geoid_place,place_name,urban_centric_locale,class_code,upper_chamber,county_code,congress_district_id,state_leg_district_upper,upper_chamber_name,state_leg_district_lower,lower_chamber,lower_chamber_name,lower_chamber_type,sch_internet_fiber,sch_internet_wifi,sch_internet_schdev,sch_internet_studdev,sch_internet_wifiendev,students_chronically_absent,enrl_IB,enrl_gifted_talented,enrl_AP,enrl_AP_science,enrl_AP_math,enrl_AP_other,students_AP_exam_none,students_AP_exam_oneormore,students_AP_pass_none,students_AP_pass_oneormore,enrl_dual_enrollment,students_SAT_ACT,enrl_biology,enrl_chemistry,enrl_advanced_math,enrl_calculus,enrl_algebra2,enrl_physics,enrl_geometry,students_susp_in_sch,students_susp_out_sch_single,students_susp_out_sch_multiple,days_suspended,suspensions_instances,suspensions_instances_preschool,expulsions_no_ed_serv,expulsions_with_ed_serv,expulsions_zero_tolerance,students_corporal_punish,corpinstances,corpinstances_preschool,students_arrested,students_referred_law_enforce,transfers_alt_sch_disc,read_test_num_valid,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_midpt,cohort_num,grad_rate_midpt,teachers_fte_crdc,teachers_certified_fte,teachers_uncertified_fte,teachers_first_year_fte,teachers_second_year_fte,teachers_current_sy,teachers_previous_sy,teachers_absent_fte,instructional_aides_fte,counselors_fte,support_fte,social_workers_fte,administration_fte,psychologists_fte,nurses_fte,law_enforcement_fte,security_guard_fte,law_enforcement_ind,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel,lowest_grade_offered,lunch_program,teachers_fte,school_status,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual
mixed - most recent,"080552000949","Manzanola Elementary School","CO","Manzanola Joint District No. 3J of the counties of Otero a","Primary","Regular school","No","5","Yes","No","No","55","05520","0800949","-103.867141","38.104622","0805520","Not applicable","Street address","CO-2535","Colorado","8089","2535-5498","32475 COUNTY ROAD 11.5","00501","968400","MANZANOLA","CO","1","080899684001","80158","32475 COUNTY ROAD 11.5","West","Mountain","MANZANOLA","Not applicable","Not applicable","81058","(719)462-5578","","","Colorado","38.104622","","","-103.867141","","","Rural, distant","","08002","8089","804","08035","State Senate District 2","08047","08064","State House District 64","State house district","Yes","Yes","Yes","Yes","49","","","","","","","","","","","","","0","","","","","","","","1","1","3","14.000","3.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","7.000","6.190","1.130","0.000","0.000","9.000","8.000","0.000","2.500","0.000","1.000","0.000","0.250","0.000","0.250","0.000","0.000","No","194736","289470.000","376057","56249.000","4235.000","34250.000","3262.000","Pre-K","Yes under the Community Eligibility Provision (CEP)","6","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080552001375","Manzanola Junior-Senior High School","CO","Manzanola Joint District No. 3J of the counties of Otero a","High","Regular school","No","12","No","Yes","Yes","108","05520","0801375","-103.867141","38.104622","0805520","Not applicable","Street address extension","CO-2535","Colorado","8089","2535-5506","32475 COUNTY ROAD 11.5","00501","968400","MANZANOLA","CO","1","080899684001","80158","32475 COUNTY ROAD 11.5","West","Mountain","MANZANOLA","Not applicable","Not applicable","81058","(719)462-5528","","","Colorado","38.104622","","","-103.867141","","","Rural, distant","","08002","8089","804","08035","State Senate District 2","08047","08064","State House District 64","State house district","Yes","Yes","Yes","Yes","102","","","","","","","","","","","","","14","13","","3","","","","","1","0","0","0.000","0.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","8.000","8.880","0.000","0.000","0.000","10.000","9.000","0.000","1.180","1.000","2.490","0.000","0.630","0.000","0.250","0.000","0.000","No","282300","406193.000","394322","21781.000","78984.000","23128.000","287274.000","6","Yes under the Community Eligibility Provision (CEP)","7","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080480000754","Maple Grove Elementary School","CO","Jefferson County School District No. R-1","Primary","Regular school","No","5","Yes","No","No","327","04800","0800754","-105.1483","39.7592","0804800","Not applicable","Point address","CO-1420","Colorado","8059","1420-5524","3085 ALKIRE STREET","00801","9806","GOLDEN","CO","2","080590098062","80401","3085 ALKIRE STREET","West","Mountain","GOLDEN","216","19740","80401","(303)982-5808","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.7592","No","2575","-105.1483","0802575","Applewood CDP","Suburb, large","Census-designated place","08020","8059","807","08016","State Senate District 20","08024","08023","State House District 23","State house district","Yes","Yes","Yes","No","265","","","","","","","","","","","","","0","","","","","","","","3","4","1","9.000","6.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","22.000","22.420","0.000","0.600","1.130","26.000","23.000","7.670","13.900","0.000","3.700","1.000","3.600","0.000","0.000","0.000","0.000","No","1131803","1656184.500","1137440","153990.719","148377.703","202541.500","154882.000","Kindergarten","Yes participating without using any Provision or the CEP","21","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080555001858","Mapleton Early Career Preparation","CO","Mapleton School District No. 1 in the county of Adams & St","High","Regular school","No","12","No","No","Yes","319","05550","0801858","-104.956625","39.857271","0805550","Not applicable","Street address","CO-0010","Colorado","8001","0010-0212","8980 YORK ST","00806","9101","THORNTON","CO","1","080010091011","80229","8980 YORK ST","West","Mountain","THORNTON","216","19740","80229","(303)853-1960","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.857271","No","77290","-104.956625","0877290","Thornton city","Suburb, large","Governmentally active (incorporated)","08024","8001","807","08025","State Senate District 24","08031","08032","State House District 32","State house district","Yes","Yes","Yes","Yes","172","","","","","","","","","","","","","59","55","67","94","","","42","53","5","6","4","40.000","21.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","1","0.000","","","","","","","12.000","12.000","0.000","0.000","0.000","12.000","12.000","8.000","0.910","1.000","1.500","0.000","2.500","0.500","0.250","0.220","0.400","Yes","608808","807775.688","566290","10024.400","50759.250","138183.844","90211.000","9","Yes participating without using any Provision or the CEP","16","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080249006571","Mapleton Early Childhood Center","CO","Boulder Valley School District No. Re2","Primary","Regular school","No","Pre-K","Yes","No","No","88","02490","0806571","-105.2856","40.0202","0802490","Not applicable","Point address","CO-0480","Colorado","8013","0480-5617","840 MAPLETON AVENUE","00803","12101","BOULDER","CO","4","080130121014","80304","840 MAPLETON AVENUE","West","Mountain","BOULDER","216","14500","80304","(720)561-6200","Boulder, CO","Metropolitan statistical area","Colorado","40.0202","Yes","7850","-105.2856","0807850","Boulder city","City, midsize","Governmentally active (incorporated)","08018","8013","802","08018","State Senate District 18","08013","08011","State House District 11","State house district","Yes","Yes","Yes","No","121","","","","","","","","","","","","","0","","","","","","","","Missing/not reported","Missing/not reported","Missing/not reported","-2.000","-2.000","0.000","Missing/not reported","Missing/not reported","Missing/not reported","Missing/not reported","-1.000","-1.000","Missing/not reported","Missing/not reported","0.000","","","","","","","3.000","3.890","0.000","0.000","0.000","5.000","3.000","1.830","-2.000","0.000","-2.000","0.300","-2.000","0.000","0.000","0.170","0.000","Yes","Not applicable","-2.000","Not applicable","-2.000","-2.000","-2.000","-2.000","Pre-K","Missing/not reported","4","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080555001857","Mapleton Expeditionary School of the Arts","CO","Mapleton School District No. 1 in the county of Adams & St","High","Regular school","No","12","No","Yes","Yes","478","05550","0801857","-104.956803","39.857551","0805550","Not applicable","Point address","CO-0010","Colorado","8001","0010-0187","8980 YORK ST","00806","9101","THORNTON","CO","1","080010091011","80299","8980 YORK ST","West","Mountain","THORNTON","216","19740","80299","(303)853-1270","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.857551","No","77290","-104.956803","0877290","Thornton city","Suburb, large","Governmentally active (incorporated)","08024","8001","807","08025","State Senate District 24","08031","08032","State House District 32","State house district","Yes","Yes","Yes","Yes","418","","","","","","","","","","","","","84","59","97","","","","54","103","81","30","8","123.000","49.000","-2.000","0","2","0","Missing/not reported","-1.000","-1.000","0","29","0.000","","","","","","","31.000","31.000","0.000","1.000","0.000","31.000","24.000","14.000","0.950","1.500","3.000","0.000","4.000","0.500","0.250","0.220","0.400","Yes","1632849","2070890.500","1423293","10902.020","137655.000","289484.000","101438.000","8","Yes participating without using any Provision or the CEP","28","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080555006860","Mapleton Online","CO","Mapleton School District No. 1 in the county of Adams & St","Other","Regular school","No","12","Yes","Yes","Yes","195","05550","0806860","-104.98634","39.830469","0805550","Not applicable","","CO-0010","Colorado","8001","0010-6915","7350 NORTH BROADWAY","00806","9307","DENVER","CO","2","080010093072","80221","7350 NORTH BROADWAY","West","Mountain","DENVER","216","19740","80221","(303)853-1000","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.830469","No","69810","-104.98634","0869810","Sherrelwood CDP","Suburb, large","Census-designated place","08024","8001","807","08021","State Senate District 24","08032","08034","State House District 34","State house district","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kindergarten","No","18","New","","","","","","No","Yes"
mixed - most recent,"080441006469","Maplewood Elementary School","CO","GreeleySchool District No. 6 in the county of Weld and Sta","Primary","Regular school","No","5","Yes","No","No","559","04410","0806469","-104.711937","40.419818","0804410","Not applicable","Point address","CO-3120","Colorado","8123","3120-5620","1201 21ST AVENUE","00300","402","GREELEY","CO","2","081230004022","80631","1201 21ST AVENUE","West","Mountain","GREELEY","216","24540","80631","(970)348-3800","Greeley, CO","Metropolitan statistical area","Colorado","40.419818","Yes","32155","-104.711937","0832155","Greeley city","City, midsize","Governmentally active (incorporated)","08013","8123","804","08013","State Senate District 13","08050","08050","State House District 50","State house district","Yes","Yes","Yes","Yes","528","","","","","","","","","","","","","0","","","","","","","","39","24","20","141.000","75.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","34.000","34.530","0.000","0.000","0.000","36.000","31.000","13.000","5.000","0.000","0.620","0.000","4.000","0.000","0.000","0.000","0.000","No","1827130","2203580.000","1571995","100444.000","10334.550","265670.844","126443.000","Kindergarten","Yes participating without using any Provision or the CEP","35","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080447001507","Marble Charter School","CO","Gunnison Watershed School District Re1J","Other","Regular school","Yes","10","Yes","Yes","Yes","55","04470","0801507","-107.19297","39.07168","0804470","Not applicable","Point address","CO-1360","Colorado","8051","1360-5577","412 WEST MAIN STREET","00700","963900","MARBLE","CO","1","080519639001","81623","412 WEST MAIN STREET","West","Mountain","MARBLE","Not applicable","Not applicable","81623","(970)963-9550","","","Colorado","39.07168","No","48555","-107.19297","0848555","Marble town","Rural, remote","Governmentally active (incorporated)","08005","8051","803","08005","State Senate District 5","08061","08061","State House District 61","State house district","Yes","Yes","Yes","No","40","","","","","","","","","","","","","0","","","","","","","","0","0","0","0.000","0.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","5.000","5.000","0.000","0.000","0.000","2.000","2.000","0.000","2.000","0.000","2.000","0.000","1.000","0.100","0.000","0.000","0.000","No","267427","329715.000","222032","31544.000","17026.000","13718.000","140546.000","Kindergarten","No","1","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080336001739","Marie L. Greenwood Academy","CO","School District No. 1 in the county of Denver and State of C","Primary","Regular school","No","8","Yes","Yes","No","592","03360","0801739","-104.8172","39.7867","0803360","Not applicable","Point address","CO-0880","Colorado","8031","0880-3647","5130 DURHAM COURT","00812","8386","DENVER","CO","2","080310083862","80239","5130 DURHAM COURT","West","Mountain","DENVER","216","19740","80239","(720)424-6630","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.7867","Yes","20000","-104.8172","0820000","Denver city","City, large","Governmentally active (incorporated)","08033","8031","801","08033","State Senate District 33","08007","08007","State House District 7","State house district","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","","","0","","","","","","","","13","12","1","24.000","16.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","3","0.000","","","","","","","34.000","34.000","0.000","0.000","0.000","36.000","26.000","16.000","6.000","1.000","1.000","1.000","3.000","0.600","1.000","0.000","0.000","No","2159601","2607834.000","2262449","153972.000","31740.000","262521.000","222997.000","Pre-K","Yes participating without using any Provision or the CEP","37","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
